date,open,high,low,close,adj close,volume,inflation_rate,s&p 500,nasdaq,S&P_500_Percentage_Change,S&P_500_Inflation,S&P_500_Inflation_Percentage
2014-09-17,465.864013671875,468.1740112304688,452.4219970703125,457.3340148925781,457.3340148925781,21056800,2.06,2001.57,4562.19,,97163.59223300971,
2014-09-18,456.8599853515625,456.8599853515625,413.10400390625,424.4400024414063,424.4400024414063,34483200,2.02,2011.36,4593.43,0.4891160439055353,99572.27722772278,2.4789995299234757
2014-09-19,424.1029968261719,427.8349914550781,384.5320129394531,394.7959899902344,394.7959899902344,37919700,2.03,2010.4,4579.79,-0.04772889984885342,99034.48275862071,-0.540104619554016
2014-09-22,399.1000061035156,406.9159851074219,397.1300048828125,402.1520080566406,402.1520080566406,24127600,1.99,1994.29,4527.69,-0.8013330680461617,100215.57788944723,1.1926099858624362
2014-09-23,402.0920104980469,441.5570068359375,396.1969909667969,435.7909851074219,435.7909851074219,45099500,2.02,1982.77,4508.69,-0.5776491884329715,98156.93069306931,-2.054218754941395
2014-09-24,435.7510070800781,436.1119995117188,421.1319885253906,423.2049865722656,423.2049865722656,30627700,2.03,1998.3,4555.22,0.7832476787524412,98438.4236453202,0.2867784783645133
2014-09-25,423.156005859375,423.5199890136719,409.4679870605469,411.5740051269531,411.5740051269531,26814400,2.02,1965.99,4466.75,-1.6168743431917099,97326.23762376238,-1.1298291666728577
2014-09-26,411.4289855957031,414.93798828125,400.0090026855469,404.4249877929688,404.4249877929688,21460800,1.97,1982.85,4512.19,0.8575832023560492,100652.28426395939,3.4174203394716995
2014-09-29,376.9280090332031,385.21099853515625,372.239990234375,375.4670104980469,375.4670104980469,32497700,1.95,1977.8,4505.85,-0.2546839145674107,101425.64102564103,0.7683449683600907
2014-09-30,376.0880126953125,390.97698974609375,373.4429931640625,386.9440002441406,386.9440002441406,34707300,1.97,1972.29,4493.39,-0.2785923753665709,100116.24365482233,-1.2909924527740202
2014-10-01,387.427001953125,391.3789978027344,380.7799987792969,383.614990234375,383.614990234375,26229400,1.96,1946.16,4422.09,-1.3248558781923436,99293.87755102041,-0.8214112653259886
2014-10-02,383.9880065917969,385.49700927734375,372.9460144042969,375.0719909667969,375.0719909667969,21777700,1.95,1946.17,4430.2,0.0005138323673214984,99803.58974358975,0.5133369802256205
2014-10-03,375.1809997558594,377.6950073242188,357.8590087890625,359.5119934082031,359.5119934082031,30901200,1.93,1967.9,4475.62,1.1165519969992266,101963.7305699482,2.164391914066588
2014-10-06,320.3890075683594,345.1340026855469,302.5599975585937,330.0790100097656,330.0790100097656,79011800,1.93,1964.82,4454.8,-0.15651201788710045,101804.1450777202,-0.15651201788710045
2014-10-07,330.5840148925781,339.2470092773437,320.48199462890625,336.18701171875,336.18701171875,49199900,1.92,1935.1,4385.2,-1.5126067527814313,100786.45833333334,-0.999651579618821
2014-10-08,336.1159973144531,354.364013671875,327.18798828125,352.94000244140625,352.94000244140625,54736300,1.96,1968.89,4468.59,1.7461629889928165,100453.57142857143,-0.33028931690499697
2014-10-09,352.7479858398437,382.72601318359375,347.68701171875,365.0260009765625,365.0260009765625,83641104,1.97,1928.21,4378.34,-2.0661387888607274,97878.68020304569,-2.5632649879020475
2014-10-10,364.68701171875,375.0669860839844,352.9630126953125,361.56201171875,361.56201171875,43665700,1.96,1906.13,4276.24,-1.1451034897651202,97251.5306122449,-0.6407417728761633
2014-10-14,391.6919860839844,411.697998046875,391.3240051269531,400.8699951171875,400.8699951171875,38491500,1.92,1877.7,4227.17,-1.4915037274477627,97796.87500000001,0.5607566115637397
2014-10-15,400.9549865722656,402.22698974609375,388.7659912109375,394.7730102539063,394.7730102539063,25267100,1.86,1862.49,4215.32,-0.8100335516855739,100133.87096774192,2.3896427853568047
2014-10-16,394.51800537109375,398.8070068359375,373.0700073242188,382.5559997558594,382.5559997558594,26990000,1.89,1862.76,4217.39,0.01449672213005293,98558.73015873016,-1.5730349718720005
2014-10-17,382.7560119628906,385.4779968261719,375.3890075683594,383.7579956054688,383.7579956054688,13600700,1.92,1886.76,4258.44,1.288410745345625,98268.75,-0.29422067255041595
2014-10-20,389.2309875488281,390.0840148925781,378.25201416015625,382.8450012207031,382.8450012207031,16419000,1.91,1904.01,4316.07,0.9142657253704778,99686.38743455498,1.4426126663410033
2014-10-21,382.4209899902344,392.64599609375,380.8340148925781,386.4750061035156,386.4750061035156,14188900,1.9,1941.28,4419.48,1.9574477024805637,102172.63157894737,2.494065848283089
2014-10-22,386.1180114746094,388.5759887695313,382.2489929199219,383.1579895019531,383.1579895019531,11641300,1.91,1927.11,4382.85,-0.7299307673287792,100895.8115183246,-1.2496693496987787
2014-10-23,382.9620056152344,385.0480041503906,356.4469909667969,358.4169921875,358.4169921875,26456900,1.91,1950.82,4452.79,1.2303397315150733,102137.1727748691,1.2303397315150733
2014-10-24,358.59100341796875,364.3450012207031,353.30499267578125,358.3450012207031,358.3450012207031,15585700,1.9,1964.58,4483.72,0.7053444192698377,103398.94736842104,1.2353725477923128
2014-10-27,354.7770080566406,358.6319885253906,349.8089904785156,352.989013671875,352.989013671875,13033000,1.89,1961.63,4485.93,-0.15015932158526368,103789.9470899471,0.3781467137502714
2014-10-28,353.2149963378906,359.9840087890625,352.6789855957031,357.6180114746094,357.6180114746094,7845880,1.91,1985.05,4564.29,1.193905068743839,103929.31937172775,0.13428302613920362
2014-10-29,357.0889892578125,357.8330078125,335.3429870605469,335.59100341796875,335.59100341796875,18192700,1.92,1982.3,4549.23,-0.1385355532606214,103244.79166666667,-0.6586473472540488
2014-10-30,335.7090148925781,350.9129943847656,335.0719909667969,345.30499267578125,345.30499267578125,30177900,1.9,1994.65,4566.14,0.6230136709882483,104981.57894736844,1.6822032885775995
2014-10-31,345.0090026855469,348.0450134277344,337.1419982910156,338.3210144042969,338.3210144042969,12545400,1.92,2018.05,4630.74,1.173138144536634,105106.77083333333,0.11925128886436376
2014-11-03,325.5690002441406,334.00201416015625,325.4809875488281,327.5539855957031,327.5539855957031,12948500,1.93,2017.81,4638.91,-0.011892668665292039,104549.7409326425,-0.5299657636462896
2014-11-04,327.1610107421875,331.7669982910156,325.0769958496094,330.49200439453125,330.49200439453125,15655500,1.92,2012.1,4623.64,-0.28298006254305896,104796.875,0.23637941629786052
2014-11-05,330.6830139160156,343.3689880371094,330.6830139160156,339.4859924316406,339.4859924316406,19817200,1.93,2023.57,4620.72,0.5700511902986927,104848.1865284974,0.048962842162425524
2014-11-06,339.4580078125,352.96600341796875,338.42401123046875,349.2900085449219,349.2900085449219,18797000,1.94,2031.21,4638.47,0.3775505665729373,104701.54639175258,-0.139859487893923
2014-11-07,349.8179931640625,352.73199462890625,341.7760009765625,342.4150085449219,342.4150085449219,16834200,1.94,2031.92,4632.53,0.03495453448929542,104738.14432989691,0.03495453448929542
2014-11-10,362.2650146484375,374.8160095214844,357.5610046386719,366.9240112304688,366.9240112304688,30450100,1.94,2038.26,4651.62,0.31202015827394014,105064.94845360826,0.31202015827396234
2014-11-12,367.9849853515625,429.7179870605469,367.9849853515625,423.5610046386719,423.5610046386719,45783200,1.91,2038.25,4675.13,-0.0004906145437799658,106714.65968586388,1.5701823077408639
2014-11-13,427.2730102539063,457.0929870605469,401.12298583984375,420.7349853515625,420.7349853515625,58945000,1.88,2039.33,4680.14,0.05298663068808995,108475.0,1.6495768428799185
2014-11-14,418.4169921875,419.25201416015625,384.78900146484375,397.8179931640625,397.8179931640625,29589200,1.89,2039.82,4688.54,0.024027499227696758,107926.98412698413,-0.5052001594983868
2014-11-17,388.3489990234375,410.1990051269531,377.50201416015625,387.4079895019531,387.4079895019531,41518800,1.86,2041.32,4671.0,0.0735359002264957,109748.3870967742,1.6876251889398342
2014-11-18,387.7850036621094,392.4020080566406,371.1170043945313,375.197998046875,375.197998046875,32222500,1.84,2051.8,4702.44,0.5133932945349251,111510.8695652174,1.6059301781711666
2014-11-19,373.89599609375,386.4809875488281,373.89599609375,380.5549926757813,380.5549926757813,18931800,1.83,2048.72,4675.71,-0.15011209669559822,111951.91256830598,0.3955157060546943
2014-11-20,380.3070068359375,382.0249938964844,356.781005859375,357.8399963378906,357.8399963378906,25233200,1.85,2052.75,4701.87,0.1967081885274835,110959.45945945945,-0.8864994675646942
2014-11-21,357.8789978027344,357.8789978027344,344.11199951171875,350.8479919433594,350.8479919433594,29850100,1.86,2063.5,4712.97,0.5236877359639402,110940.86021505375,-0.01676219810038404
2014-11-24,366.947998046875,387.2090148925781,366.66900634765625,376.9010009765625,376.9010009765625,30930100,1.86,2069.41,4754.89,0.28640659074388175,111258.60215053763,0.28640659074388175
2014-11-25,376.885986328125,394.7009887695313,374.7839965820313,375.3479919433594,375.3479919433594,25442200,1.85,2067.03,4758.25,-0.11500862564690628,111731.35135135135,0.42491024664688126
2014-11-26,376.0190124511719,377.697998046875,365.8160095214844,368.3699951171875,368.3699951171875,18601700,1.82,2072.83,4787.32,0.2805958307329659,113891.75824175823,1.933572685085716
2014-11-28,369.3739929199219,382.8380126953125,358.4549865722656,376.4469909667969,376.4469909667969,22946500,1.79,2067.56,4791.63,-0.2542417853852008,115506.14525139665,1.4174748327368647
2014-12-01,378.2489929199219,383.6619873046875,376.66900634765625,379.2449951171875,379.2449951171875,11763000,1.79,2053.44,4727.35,-0.6829306041904459,114717.31843575419,-0.6829306041904459
2014-12-02,379.25,384.0379943847656,377.8630065917969,381.3150024414063,381.3150024414063,12364100,1.77,2066.55,4755.81,0.6384408602150504,116754.2372881356,1.775598384059296
2014-12-03,381.7219848632813,383.0260009765625,374.3460083007813,375.010009765625,375.010009765625,13340100,1.79,2074.33,4774.47,0.3764728654036764,115884.35754189943,-0.7450519710812786
2014-12-04,375.7179870605469,378.6549987792969,367.7590026855469,369.60400390625,369.60400390625,14529600,1.77,2071.92,4769.44,-0.1161820925310808,117057.62711864406,1.0124486182877757
2014-12-05,369.4419860839844,379.1919860839844,365.7560119628906,376.85400390625,376.85400390625,15181800,1.75,2075.37,4780.76,0.16651222054904213,118592.57142857143,1.3112723602124898
2014-12-08,374.9649963378906,376.0289916992188,361.885986328125,361.9089965820313,361.9089965820313,18898700,1.71,2060.31,4740.69,-0.725653738851384,120485.9649122807,1.5965531912339515
2014-12-09,361.8949890136719,363.0669860839844,344.95098876953125,352.218994140625,352.218994140625,32915500,1.73,2059.82,4766.47,-0.02378282879760274,119064.73988439307,-1.1795772469617938
2014-12-10,352.2049865722656,352.3840026855469,346.364990234375,346.364990234375,346.364990234375,16427700,1.71,2026.14,4684.03,-1.6350943286306596,118487.71929824563,-0.48462759563216995
2014-12-11,344.3399963378906,361.3569946289063,338.76300048828125,350.5060119628906,350.5060119628906,32431300,1.7,2035.33,4708.16,0.4535718163601654,119725.29411764706,1.0444751799858043
2014-12-12,350.8330078125,352.9830017089844,349.2909851074219,352.5419921875,352.5419921875,16989800,1.64,2002.33,4653.6,-1.6213586985894146,122093.29268292684,1.977859885608546
2014-12-15,351.3609924316406,351.81500244140625,344.9339904785156,345.3450012207031,345.3450012207031,17264200,1.62,1989.63,4605.16,-0.6342610858349973,122816.66666666667,0.592476431623834
2014-12-16,345.6730041503906,345.8590087890625,327.06201171875,327.06201171875,327.06201171875,30864900,1.65,1972.74,4547.83,-0.8489015545603995,119560.00000000001,-2.651648799022932
2014-12-17,326.8550109863281,333.9540100097656,315.1520080566406,319.7760009765625,319.7760009765625,37567900,1.65,2012.89,4644.31,2.0352403256384655,121993.33333333334,2.0352403256384433
2014-12-18,319.7850036621094,323.7090148925781,304.23199462890625,311.39599609375,311.39599609375,39173000,1.65,2061.23,4748.4,2.4015221894887473,124923.0303030303,2.4015221894887473
2014-12-19,311.1789855957031,318.5329895019531,306.7690124511719,317.8429870605469,317.8429870605469,23823100,1.68,2070.65,4765.38,0.45700867928373246,123252.9761904762,-1.3368664757034798
2014-12-22,321.0679931640625,334.11700439453125,320.42498779296875,331.885986328125,331.885986328125,22315100,1.7,2078.54,4781.42,0.38103977012049484,122267.05882352941,-0.7999136389397421
2014-12-23,332.0169982910156,336.2869873046875,329.6019897460937,334.5719909667969,334.5719909667969,16574200,1.7,2082.17,4765.42,0.1746418158899976,122480.58823529414,0.1746418158899976
2014-12-24,334.385009765625,334.7409973144531,321.35699462890625,322.53399658203125,322.53399658203125,15092300,1.68,2081.88,4773.47,-0.013927777270827946,123921.42857142858,1.1763826063330818
2014-12-26,319.1520080566406,331.42401123046875,316.62701416015625,327.92401123046875,327.92401123046875,16410500,1.67,2088.77,4806.86,0.33095087132783974,125076.04790419161,0.9317350082818976
2014-12-29,317.70098876953125,320.2669982910156,312.3070068359375,312.6700134277344,312.6700134277344,12302500,1.65,2090.57,4806.91,0.08617511741360051,126701.21212121214,1.2993408764125691
2014-12-30,312.718994140625,314.8089904785156,309.3729858398437,310.73699951171875,310.73699951171875,12528300,1.64,2080.35,4777.44,-0.4888618893411967,126850.60975609756,0.1179133430408541
2014-12-31,310.9140014648437,320.1929931640625,310.21099853515625,320.1929931640625,320.1929931640625,13942900,1.68,2058.9,4736.05,-1.03107650155021,122553.57142857145,-3.3874794419894827
2015-01-02,314.0790100097656,315.8389892578125,313.56500244140625,315.0320129394531,315.0320129394531,7860650,1.71,2058.2,4726.81,-0.03399873718977764,120362.5730994152,-1.7877882330285533
2015-01-05,265.0840148925781,278.34100341796875,265.0840148925781,274.4739990234375,274.4739990234375,43962800,1.64,2020.58,4652.57,-1.8278107083859685,123206.0975609756,2.3624656638170594
2015-01-06,274.6109924316406,287.5530090332031,272.6960144042969,286.1889953613281,286.1889953613281,23245700,1.56,2002.61,4592.74,-0.8893486028764053,128372.43589743589,4.19324890466839
2015-01-07,286.0769958496094,298.7539978027344,283.0790100097656,294.3370056152344,294.3370056152344,24866800,1.57,2025.9,4650.47,1.1629823080879564,129038.21656050955,0.5186321023039397
2015-01-08,294.135009765625,294.135009765625,282.17498779296875,283.3489990234375,283.3489990234375,19982500,1.62,2062.14,4736.19,1.7888345920331616,127292.59259259258,-1.3527961052517967
