<<<<<<< HEAD
<<<<<<< HEAD
=======
>>>>>>> 2bd2a29 (finished project)
Date,Open,High,Low,BTC Close Price,Adj Close,Volume,Open % Change,High % Change,Low % Change,BTC Close Price % Change,Adj Close % Change,Volume % Change,Inflation Rate,s&p_500,s&p_500 % Change,NASDAQ,NASDAQ % Change,DOWJONES,DOWJONES % Change
2014-10-06,320.3890075683594,345.1340026855469,302.5599975585937,330.0790100097656,330.0790100097656,79011800.0,-2.5924485051335044,0.975131103330451,4.584926175024773,2.985554258083245,2.985554258083245,-5.1571170225760525,1.93,1964.82,-0.1565120178871004,4454.8,-0.4651869461661073,16991.91,-0.10452865396135547
2014-10-07,330.5840148925781,339.2470092773437,320.48199462890625,336.18701171875,336.18701171875,49199900.0,3.182071507882034,-1.705712379074642,5.923452278863062,1.8504665621736027,1.8504665621736027,-37.730946516849386,1.92,1935.1,-1.5126067527814313,4385.2,-1.562359701894589,16719.39,-1.6038220541422343
2014-10-08,336.1159973144531,354.364013671875,327.18798828125,352.94000244140625,352.94000244140625,54736300.0,1.673396828843221,4.456046473846076,2.0924712666335,4.983235561959076,4.983235561959076,11.252868400139016,1.96,1968.89,1.7461629889928163,4468.59,1.9016236431633748,16994.22,1.6437800661387891
2014-10-09,352.7479858398437,382.72601318359375,347.68701171875,365.0260009765625,365.0260009765625,83641104.0,4.948288286864999,8.00363423414112,6.265212713089907,3.424377642532228,3.424377642532228,52.807376457670685,1.97,1928.21,-2.0661387888607274,4378.34,-2.019652731622279,16659.25,-1.971081932562957
2014-10-10,364.68701171875,375.0669860839844,352.9630126953125,361.56201171875,361.56201171875,43665700.0,3.384576626421021,-2.001177561958756,1.5174570227634243,-0.9489705523839986,-0.9489705523839986,-47.79396981656292,1.96,1906.13,-1.1451034897651202,4276.24,-2.3319340206562345,16544.1,-0.6912075873763968
2014-10-14,391.6919860839844,411.697998046875,391.3240051269531,400.8699951171875,400.8699951171875,38491500.0,3.643882308338009,3.64326211853412,6.079475235681753,2.6781810112118443,2.6781810112118443,9.284412317511514,1.92,1877.7,0.1578885605470592,4227.17,0.3206238756805257,16315.19,-0.03602704969710713
2014-10-15,400.9549865722656,402.22698974609375,388.7659912109375,394.7730102539063,394.7730102539063,25267100.0,2.364868523578912,-2.3004747037178697,-0.6536818295074354,-1.5209381938148914,-1.5209381938148914,-34.35667614927971,1.86,1862.49,-0.8100335516855739,4215.32,-0.280329392950851,16141.74,-1.063119706236948
2014-10-16,394.51800537109375,398.8070068359375,373.0700073242188,382.5559997558594,382.5559997558594,26990000.0,-1.605412432004183,-0.8502619161173453,-4.03738604753684,-3.0946924386217045,-3.0946924386217045,6.818748491120874,1.89,1862.76,0.0144967221300529,4217.39,0.0491065921448541,16117.24,-0.1517804152464386
2014-10-17,382.7560119628906,385.4779968261719,375.3890075683594,383.7579956054688,383.7579956054688,13600700.0,-2.981357820954078,-3.342220618317515,0.6215992169333662,0.3142012804338456,0.3142012804338456,-49.608373471656165,1.92,1886.76,1.288410745345625,4258.44,0.9733508165002293,16380.41,1.6328478076891528
2014-10-20,389.2309875488281,390.0840148925781,378.25201416015625,382.8450012207031,382.8450012207031,16419000.0,-0.5170580403695224,-0.9785729552399758,-2.123130531136808,-1.720204787552615,-1.720204787552615,177.60259832921074,1.91,1904.01,0.9142657253704778,4316.07,1.3533124806267116,16399.67,0.11757947450643513
2014-10-21,382.4209899902344,392.64599609375,380.8340148925781,386.4750061035156,386.4750061035156,14188900.0,-1.7496031344985008,0.6567767720185635,0.6826138753430744,0.9481656731152864,0.9481656731152864,-13.58243498386016,1.9,1941.28,1.957447702480564,4419.48,2.3959296304276734,16614.81,1.3118556653884061
2014-10-22,386.1180114746094,388.5759887695313,382.2489929199219,383.1579895019531,383.1579895019531,11641300.0,0.9667412566630952,-1.0365589779876228,0.3715471759377475,-0.858274545359361,-0.858274545359361,-17.95488022327312,1.91,1927.11,-0.7299307673287792,4382.85,-0.8288305411496166,16461.32,-0.9238143559872292
2014-10-23,382.9620056152344,385.0480041503906,356.4469909667969,358.4169921875,358.4169921875,26456900.0,-0.8173682049490538,-0.907926562913075,-6.750050995825729,-6.457126822962156,-6.457126822962156,127.26757320917766,1.91,1950.82,1.2303397315150733,4452.79,1.5957653125249438,16677.9,1.315690357759891
2014-10-24,358.59100341796875,364.3450012207031,353.30499267578125,358.3450012207031,358.3450012207031,15585700.0,-6.363817255999904,-5.376732954471153,-0.8814770135928351,-0.0200858129960623,-0.0200858129960623,-41.09022599019537,1.9,1964.58,0.7053444192698377,4483.72,0.6946206760255924,16805.41,0.764544696874303
2014-10-27,354.7770080566406,358.6319885253906,349.8089904785156,352.989013671875,352.989013671875,13033000.0,2.097922671974972,-0.1639714164204497,1.7090610403914577,-0.4835006905739236,-0.4835006905739236,15.617653581725444,1.89,1961.63,-0.1501593215852636,4485.93,0.0492894293131707,16817.94,0.07455932345594718
2014-10-28,353.2149963378906,359.9840087890625,352.6789855957031,357.6180114746094,357.6180114746094,7845880.0,-0.4402798612306413,0.3769937727058581,0.8204463565277598,1.3113716357861849,1.3113716357861849,-39.7998925803729,1.91,1985.05,1.193905068743839,4564.29,1.7467949789675696,17005.75,1.1167241647906945
2014-10-29,357.0889892578125,357.8330078125,335.3429870605469,335.59100341796875,335.59100341796875,18192700.0,1.0967804198822817,-0.5975268134265632,-4.915517862759633,-6.15936763526368,-6.15936763526368,131.8758380194446,1.92,1982.3,-0.1385355532606214,4549.23,-0.3299527418284209,16974.31,-0.1848786439880512
2014-10-30,335.7090148925781,350.9129943847656,335.0719909667969,345.30499267578125,345.30499267578125,30177900.0,-5.987295886571953,-1.9338667134252696,-0.0808116180169515,2.894591678226255,2.894591678226255,65.87917131596738,1.9,1994.65,0.6230136709882483,4566.14,0.3717112566302694,17195.42,1.3026155407789508
2014-10-31,345.0090026855469,348.0450134277344,337.1419982910156,338.3210144042969,338.3210144042969,12545400.0,2.7702526236730973,-0.8172911812683092,0.6177798741834772,-2.0225535163465924,-2.0225535163465924,-58.42851888302367,1.92,2018.05,1.173138144536634,4630.74,1.4147617024445005,17390.52,1.134604446998111
2014-11-03,325.5690002441406,334.00201416015625,325.4809875488281,327.5539855957031,327.5539855957031,12948500.0,-0.1551826861757033,1.5049465281558485,1.5142191717272049,0.5099810100901436,0.5099810100901436,50.50060323445247,1.93,2017.81,-0.011892668665292,4638.91,0.1764296851043179,17366.24,-0.13961629669497766
2014-11-04,327.1610107421875,331.7669982910156,325.0769958496094,330.49200439453125,330.49200439453125,15655500.0,0.4889932692771825,-0.6691623925563883,-0.1241214432404103,0.8969571209719529,0.8969571209719529,20.90589643588061,1.92,2012.1,-0.2829800625430589,4623.64,-0.3291721546656356,17383.84,0.10134605994158719
2014-11-05,330.6830139160156,343.3689880371094,330.6830139160156,339.4859924316406,339.4859924316406,19817200.0,1.076535118239863,3.497029483299263,1.72452007923678,2.721393533736638,2.721393533736638,26.58299000351314,1.93,2023.57,0.5700511902986927,4620.72,-0.0631537057383391,17484.53,0.5792160995499174
2014-11-06,339.4580078125,352.96600341796875,338.42401123046875,349.2900085449219,349.2900085449219,18797000.0,2.653596806370273,2.794956945797966,2.340911685418212,2.887900040604885,2.887900040604885,-5.148053206305637,1.94,2031.21,0.3775505665729373,4638.47,0.3841392683391342,17554.47,0.40001075236224537
2014-11-07,349.8179931640625,352.73199462890625,341.7760009765625,342.4150085449219,342.4150085449219,16834200.0,3.0519195638727847,-0.0662978266451896,0.9904704261102236,-1.9682784596788183,-1.9682784596788183,-10.442091823163269,1.94,2031.92,0.0349545344892954,4632.53,-0.1280594678849,17573.93,0.11085495603113671
2014-11-10,362.2650146484375,374.8160095214844,357.5610046386719,366.9240112304688,366.9240112304688,30450100.0,4.890034982784286,3.077338315612277,3.865157969275956,1.0075326995947045,1.0075326995947045,25.79774928115808,1.94,2038.26,0.3120201582739401,4651.62,0.4120858364651703,17613.74,0.22652872749580055
2014-11-12,367.9849853515625,429.7179870605469,367.9849853515625,423.5610046386719,423.5610046386719,45783200.0,0.5816454937029869,15.730249625917004,1.1684331095872524,15.19356972535464,15.19356972535464,189.05542682888333,1.91,2038.25,-0.0701090367116408,4675.13,0.3126233757316576,17612.2,-0.015327932602515748
2014-11-13,427.2730102539063,457.0929870605469,401.12298583984375,420.7349853515625,420.7349853515625,58945000.0,16.11153369361027,6.370457096119386,9.005258857673804,-0.667204784236497,-0.667204784236497,28.74809973964249,1.88,2039.33,0.0529866306880899,4680.14,0.1071627954730702,17652.79,0.23046524568197668
2014-11-14,418.4169921875,419.25201416015625,384.78900146484375,397.8179931640625,397.8179931640625,29589200.0,-2.0726837066407766,-8.278615942838385,-4.072063918451596,-5.446894835320326,-5.446894835320326,-49.80201883111375,1.89,2039.82,0.0240274992276967,4688.54,0.1794818103731943,17634.74,-0.10225012590077132
2014-11-17,388.3489990234375,410.1990051269531,377.50201416015625,387.4079895019531,387.4079895019531,41518800.0,3.634346766426,4.964187047301261,0.7741615083326492,-0.1222018648608824,-0.1222018648608824,248.7333691708104,1.86,2041.32,0.0735359002264957,4671.0,-0.3741036655334095,17647.75,0.07377483308514954
2014-11-18,387.7850036621094,392.4020080566406,371.1170043945313,375.197998046875,375.197998046875,32222500.0,-0.1452289983356114,-4.338625118021556,-1.6913842909765495,-3.1517139000605376,-3.1517139000605376,-22.39057968920104,1.84,2051.8,0.5133932945349251,4702.44,0.673089274245342,17687.82,0.22705444036774658
2014-11-19,373.89599609375,386.4809875488281,373.89599609375,380.5549926757813,380.5549926757813,18931800.0,-3.5816257558173525,-1.508916974491592,0.7488182072800775,1.4277780416720232,1.4277780416720232,-41.2466444254791,1.83,2048.72,-0.1501120966955982,4675.71,-0.5684283053053241,17685.73,-0.011816040642653736
2014-11-20,380.3070068359375,382.0249938964844,356.781005859375,357.8399963378906,357.8399963378906,25233200.0,1.714650814441998,-1.1529658109716956,-4.5774735255746375,-5.9689129758029535,-5.9689129758029535,33.28473784848774,1.85,2052.75,0.1967081885274835,4701.87,0.5594872222614233,17719.0,0.18811776500036181
2014-11-21,357.8789978027344,357.8789978027344,344.11199951171875,350.8479919433594,350.8479919433594,29850100.0,-5.897343101774211,-6.32052783967657,-3.550919510734752,-1.9539471456759827,-1.9539471456759827,18.296926271737245,1.86,2063.5,0.5236877359639402,4712.97,0.2360762845421193,17810.06,0.5139116202946159
2014-11-24,366.947998046875,387.2090148925781,366.66900634765625,376.9010009765625,376.9010009765625,30930100.0,3.8997694428972496,4.4126288929363655,3.8207741264502326,2.537728010287066,2.537728010287066,104.13751682990578,1.86,2069.41,0.2864065907438817,4754.89,0.8894603615130281,17817.9,0.04402006506434297
2014-11-25,376.885986328125,394.7009887695313,374.7839965820313,375.3479919433594,375.3479919433594,25442200.0,2.708282463495149,1.9348655606666647,2.213165032738229,-0.4120469378375846,-0.4120469378375846,-17.74291062751171,1.85,2067.03,-0.1150086256469062,4758.25,0.0706640952787385,17814.94,-0.01661250764681821
2014-11-26,376.0190124511719,377.697998046875,365.8160095214844,368.3699951171875,368.3699951171875,18601700.0,-0.2300361139451645,-4.307815588621311,-2.3928415146680537,-1.859073972939984,-1.859073972939984,-26.88643277703973,1.82,2072.83,0.2805958307329659,4787.32,0.6109388956023754,17827.75,0.07190593962147496
2014-11-28,369.3739929199219,382.8380126953125,358.4549865722656,376.4469909667969,376.4469909667969,22946500.0,-0.3044575190208731,2.365293427890869,-2.6683427433104367,1.8332505458648285,1.8332505458648285,162.30477033114883,1.79,2067.56,-0.2542417853852008,4791.63,0.0900294945815227,17828.24,0.0027485240706282
2014-12-01,378.2489929199219,383.6619873046875,376.66900634765625,379.2449951171875,379.2449951171875,11763000.0,0.7294035000575461,0.2967056506187449,0.900062938434365,0.3168913008591234,0.3168913008591234,27.936013503813182,1.79,2053.44,-0.6829306041904459,4727.35,-1.341505917610497,17776.8,-0.2885310047430534
2014-12-02,379.25,384.0379943847656,377.8630065917969,381.3150024414063,381.3150024414063,12364100.0,0.2646423649011575,0.0980047782996873,0.3169892462664192,0.5458232411423625,0.5458232411423625,5.110090963189662,1.77,2066.55,0.6384408602150504,4755.81,0.6020286206860126,17879.55,0.5780005400296995
2014-12-03,381.7219848632813,383.0260009765625,374.3460083007813,375.010009765625,375.010009765625,13340100.0,0.651808797173703,-0.2635138770121781,-0.930760151076382,-1.653486654186953,-1.653486654186953,7.893821628747744,1.79,2074.33,0.3764728654036764,4774.47,0.3923621843597624,17912.62,0.18495991230205178
2014-12-04,375.7179870605469,378.6549987792969,367.7590026855469,369.60400390625,369.60400390625,14529600.0,-1.572871891275751,-1.141176365604768,-1.7596035403540045,-1.4415630832770754,-1.4415630832770754,8.916724762183193,1.77,2071.92,-0.1161820925310808,4769.44,-0.105352007657411,17900.1,-0.06989485625218395
2014-12-05,369.4419860839844,379.1919860839844,365.7560119628906,376.85400390625,376.85400390625,15181800.0,-1.6704020549197507,0.1418143973851204,-0.544647638271123,1.9615588368569137,1.9615588368569137,4.488767756854961,1.75,2075.37,0.1665122205490421,4780.76,0.2373444261800195,17958.79,0.327875263266697
2014-12-08,374.9649963378906,376.0289916992188,361.885986328125,361.9089965820313,361.9089965820313,18898700.0,0.0344144647895339,-0.0698926614813966,-3.051103812091349,-3.5153773299456126,-3.5153773299456126,191.1232121263469,1.71,2060.31,-0.725653738851384,4740.69,-0.8381512562856241,17852.48,-0.591966385263154
2014-12-09,361.8949890136719,363.0669860839844,344.95098876953125,352.218994140625,352.218994140625,32915500.0,-3.4856606488252173,-3.4470761301305664,-4.679649999831337,-2.677469345310945,-2.677469345310945,74.16806447004292,1.73,2059.82,-0.0237828287976027,4766.47,0.5438026953882291,17801.2,-0.2872430048934338
2014-12-10,352.2049865722656,352.3840026855469,346.364990234375,346.364990234375,346.364990234375,16427700.0,-2.677572979890075,-2.942427653272317,0.4099137300309197,-1.6620352688625162,-1.6620352688625162,-50.09129437499051,1.71,2026.14,-1.6350943286306596,4684.03,-1.7295818498805349,17533.15,-1.5057973619755916
2014-12-11,344.3399963378906,361.3569946289063,338.76300048828125,350.5060119628906,350.5060119628906,32431300.0,-2.233071800294129,2.5463675635033267,-2.1947916101306086,1.195565904542928,1.195565904542928,97.41838480128077,1.7,2035.33,0.4535718163601654,4708.16,0.5151546851749567,17596.34,0.36040300801623015
2014-12-12,350.8330078125,352.9830017089844,349.2909851074219,352.5419921875,352.5419921875,16989800.0,1.885639642116388,-2.3173739665732995,3.1077728689278272,0.5808688453609046,0.5808688453609046,-47.61295415231582,1.64,2002.33,-1.6213586985894146,4653.6,-1.1588391218650074,17280.83,-1.7930433260552991
2014-12-15,351.3609924316406,351.81500244140625,344.9339904785156,345.3450012207031,345.3450012207031,17264200.0,1.3364989812129746,-0.4248341540229128,-0.1401226311566805,-1.7879452125651896,-1.7879452125651896,39.05696243314647,1.62,1989.63,-0.6342610858349973,4605.16,-1.0409145607701675,17180.84,-0.5786180409158681
2014-12-16,345.6730041503906,345.8590087890625,327.06201171875,327.06201171875,327.06201171875,30864900.0,-1.6188445512649308,-1.6929333914166178,-5.18127504192104,-5.294123105105797,-5.294123105105797,78.77978707382908,1.65,1972.74,-0.8489015545603995,4547.83,-1.2449078859366414,17068.87,-0.6517143515683776
2014-12-17,326.8550109863281,333.9540100097656,315.1520080566406,319.7760009765625,319.7760009765625,37567900.0,-5.4438712130020495,-3.442153732233033,-3.641512384615042,-2.227715381526163,-2.227715381526163,21.7172257159427,1.65,2012.89,2.035240325638465,4644.31,2.1214513295351844,17356.87,1.687282169235571
2014-12-18,319.7850036621094,323.7090148925781,304.23199462890625,311.39599609375,311.39599609375,39173000.0,-2.163040824396134,-3.067786225081681,-3.464998841375544,-2.6205859280311383,-2.6205859280311383,4.272530538039132,1.65,2061.23,2.401522189488748,4748.4,2.241237126720641,17778.15,2.4271657274612446
2014-12-19,311.1789855957031,318.5329895019531,306.7690124511719,317.8429870605469,317.8429870605469,23823100.0,-2.6911887574001203,-1.5989747435185442,0.8339089468089034,2.070351272228921,2.070351272228921,-39.18489776121308,1.68,2070.65,0.4570086792837324,4765.38,0.3575941369724722,17804.8,0.14990311140359314
2014-12-22,321.0679931640625,334.11700439453125,320.42498779296875,331.885986328125,331.885986328125,22315100.0,-2.5717451508154188,1.361532699402468,0.4772525137767935,3.4418702333968154,3.4418702333968154,46.73650017096716,1.7,2078.54,0.3810397701204948,4781.42,0.3365943534408666,17959.44,0.8685298346513326
2014-12-23,332.0169982910156,336.2869873046875,329.6019897460937,334.5719909667969,334.5719909667969,16574200.0,3.410182690293362,0.649467965298145,2.8640094570447028,0.809315472578076,0.809315472578076,-25.726525984647164,1.7,2082.17,0.1746418158899976,4765.42,-0.3346286249691466,18024.17,0.3604232648679373
2014-12-24,334.385009765625,334.7409973144531,321.35699462890625,322.53399658203125,322.53399658203125,15092300.0,0.7132199516284299,-0.4597234054833254,-2.501500407670143,-3.5980281403652503,-3.5980281403652503,-8.941004694042554,1.68,2081.88,-0.0139277772708279,4773.47,0.1689252993440249,18030.21,0.03351055832252481
2014-12-26,319.1520080566406,331.42401123046875,316.62701416015625,327.92401123046875,327.92401123046875,16410500.0,-0.9724290168008354,2.7129877083216902,-0.10442823471416,2.7949191706238,2.7949191706238,66.03700660890117,1.67,2088.77,0.3309508713278397,4806.86,0.6994911458540587,18053.71,0.13033680694789496
2014-12-29,317.70098876953125,320.2669982910156,312.3070068359375,312.6700134277344,312.6700134277344,12302500.0,0.487406721145156,0.0746756980618545,0.3950790138407045,-1.4402390775512863,-1.4402390775512863,5.360293236044744,1.65,2090.57,0.0861751174136005,4806.91,0.001040180075984,18038.23,-0.08574414898654403
2014-12-30,312.718994140625,314.8089904785156,309.3729858398437,310.73699951171875,310.73699951171875,12528300.0,-1.5681394786342118,-1.704205504040257,-0.939466912964626,-0.6182281104684106,-0.6182281104684106,1.8353993090835183,1.64,2080.35,-0.4888618893411967,4777.44,-0.6130757596876202,17983.07,-0.30579496990558175
2014-12-31,310.9140014648437,320.1929931640625,310.21099853515625,320.1929931640625,320.1929931640625,13942900.0,-0.5771931700987887,1.7102442587052735,0.2708745539102608,3.0430858466171,3.0430858466171,11.29123664024647,1.68,2058.9,-1.03107650155021,4736.05,-0.8663635754713739,17823.07,-0.8897257253627999
2015-01-02,314.0790100097656,315.8389892578125,313.56500244140625,315.0320129394531,315.0320129394531,7860650.0,-1.983549736219381,-1.4343028495009458,-0.1394853852321631,0.2491718469025627,0.2491718469025627,-2.1887501477624083,1.71,2058.2,-0.0339987371897776,4726.81,-0.1950992916037619,17832.99,0.05565820029884705
2015-01-05,265.0840148925781,278.34100341796875,265.0840148925781,274.4739990234375,274.4739990234375,43962800.0,-5.713039283623978,-3.0947349609586894,2.90049197825486,3.890683553533014,3.890683553533014,-20.9715778252749,1.64,2020.58,-1.8278107083859685,4652.57,-1.5706152775339155,17501.65,-1.8580170795811535
2015-01-06,274.6109924316406,287.5530090332031,272.6960144042969,286.1889953613281,286.1889953613281,23245700.0,3.5939464486091977,3.3096114126603293,2.871542259839166,4.268162514326268,4.268162514326268,-47.12415951668228,1.56,2002.61,-0.8893486028764053,4592.74,-1.285955934032157,17371.64,-0.7428442461139495
2015-01-07,286.0769958496094,298.7539978027344,283.0790100097656,294.3370056152344,294.3370056152344,24866800.0,4.175362142803873,3.895277885350845,3.807534784896061,2.8470732229305185,2.8470732229305185,6.973762889480639,1.57,2025.9,1.1629823080879564,4650.47,1.2569838484216556,17584.52,1.22544561135276
2015-01-08,294.135009765625,294.135009765625,282.17498779296875,283.3489990234375,283.3489990234375,19982500.0,2.816729073962909,-1.546084092959743,-0.3193533200379961,-3.733137995621494,-3.733137995621494,-19.6418517863175,1.62,2062.14,1.7888345920331616,4736.19,1.8432545527656163,17907.87,1.8388332465145485
2015-01-09,282.38299560546875,291.114013671875,280.5329895019531,290.4079895019531,290.4079895019531,18718600.0,-3.995448950303672,-1.0270780401684276,-0.5819078097100361,2.4912706601556422,2.4912706601556422,-6.325034405104468,1.62,2044.81,-0.8403891103416772,4704.07,-0.6781822519789094,17737.37,-0.952095363658545
2015-01-12,266.14599609375,272.2030029296875,265.20001220703125,267.7959899902344,267.7959899902344,18880300.0,-3.081485449284893,-2.658793706724893,0.0607498297600317,0.804030075540374,0.804030075540374,3.7333523801151625,1.57,2028.26,-0.8093661513783657,4664.71,-0.836722242653698,17640.84,-0.5442182240095295
2015-01-13,267.3940124511719,268.2770080566406,219.906005859375,225.86099243164065,225.86099243164065,72843904.0,0.4689217105420029,-1.4423040270650445,-17.079187127750583,-15.659307504986518,-15.659307504986518,285.81963210330343,1.54,2023.03,-0.2578564878270017,4661.5,-0.0688145672506967,17613.68,-0.153960922495755
2015-01-14,223.8939971923828,223.8939971923828,171.50999450683594,178.10299682617188,178.10299682617188,97638704.0,-16.26813362798559,-16.5437251539973,-22.007589635131307,-21.144862196566883,-21.144862196566883,34.038263517562164,1.57,2011.27,-0.5813062584341333,4639.32,-0.4758125067038543,17427.09,-1.0593470529724591
2015-01-15,176.89700317382812,229.06700134277344,176.89700317382812,209.843994140625,209.843994140625,81773504.0,-20.99073427956718,2.3104702293316404,3.140929881364718,17.82170871915887,17.82170871915887,-16.248884253932736,1.58,1992.67,-0.924788815027322,4570.82,-1.476509488459521,17320.71,-0.6104289356398618
2015-01-16,209.07000732421875,221.59100341796875,199.77099609375,208.0970001220703,208.0970001220703,38421000.0,18.187421817867524,-3.2636730218586485,12.930684245365477,-0.832520380537527,-0.832520380537527,-53.01534345403616,1.6,2019.42,1.3424199691870695,4634.38,1.3905601183157534,17511.57,1.1019178775004024
2015-01-20,212.9069976806641,215.24099731445312,205.1529998779297,211.31500244140625,211.31500244140625,24051100.0,0.6790551356548269,-0.6861132541687298,-1.044286245053283,-1.6503647079460393,-1.6503647079460393,28.90295471720361,1.59,2022.55,0.1549949985639287,4654.85,0.4416987817140727,17515.23,0.02090046751948016
2015-01-21,211.3780059814453,227.7879943847656,211.2120056152344,226.89700317382807,226.89700317382807,29924600.0,-0.7181500447965949,5.829278449208308,2.9534083054646887,7.373826066486888,7.373826066486888,24.4209204568606,1.61,2032.12,0.4731650639044682,4667.42,0.2700409250566471,17554.28,0.22294882796285442
2015-01-22,227.322006225586,237.0189971923828,226.4340057373047,233.406005859375,233.406005859375,33544600.0,7.542885159745616,4.052453612645079,7.206976742505944,2.8687036825075785,2.8687036825075785,12.097070637535667,1.61,2063.15,1.526976753341347,4750.4,1.777855860411104,17813.98,1.4794112888708577
2015-01-23,233.5169982910156,234.84500122070312,225.1959991455078,232.8789978027344,232.8789978027344,24621700.0,2.7252056095624866,-0.9172243564574356,-0.5467405780177459,-0.2257902724911553,-0.2257902724911553,-26.600108512249363,1.6,2051.82,-0.5491602646438665,4757.88,0.1574604243853139,17672.6,-0.7936463384375703
2015-01-26,254.07899475097656,309.3840026855469,254.07899475097656,273.4729919433594,273.4729919433594,106794000.0,2.719601866967269,21.291859016195342,4.177701171358716,7.786199419605744,7.786199419605744,218.00301941178049,1.61,2057.09,0.2568451423614171,4771.76,0.2917265672946811,17678.7,0.034516709482490526
2015-01-27,273.1669921875,275.4800109863281,250.6529998779297,263.4750061035156,263.4750061035156,44399000.0,7.5126231726599935,-10.95854711456372,-1.348397523535816,-3.6559317133278313,-3.6559317133278313,-58.42556697941832,1.66,2029.55,-1.33878439932138,4681.5,-1.89154525793418,17387.21,-1.64882033181174
2015-01-28,263.3510131835937,266.5350036621094,227.04600524902344,233.9149932861328,233.9149932861328,44352200.0,-3.593398647948165,-3.2470622068701327,-9.418197524227946,-11.219285371519872,-11.219285371519872,-0.1054077794544916,1.61,2002.16,-1.3495602473454604,4637.99,-0.92940296913383,17191.37,-1.1263451698116045
